asset_id,date,HSI,HDR,recovery_margin,observability_score
1503960366,2016-04-12,-0.0028021405794481,,,1.0
1503960366,2016-04-13,0.4527900163137072,,,1.0
1503960366,2016-04-14,,,,0.8666666666666667
1503960366,2016-04-15,,,,0.8
1503960366,2016-04-16,,,,0.76
1503960366,2016-04-17,,,,0.7333333333333334
1503960366,2016-04-18,,,,0.7142857142857142
1503960366,2016-04-19,,,,0.7
1503960366,2016-04-20,,,,0.6888888888888889
1503960366,2016-04-21,,,,0.6799999999999999
1503960366,2016-04-22,,,,0.6727272727272726
1503960366,2016-04-23,,,,0.6666666666666666
1503960366,2016-04-24,,,,0.6615384615384615
1503960366,2016-04-25,,,,0.6571428571428571
1503960366,2016-04-26,,,,0.6285714285714286
1503960366,2016-04-27,,,,0.6
1503960366,2016-04-28,,,,0.6
1503960366,2016-04-29,,,,0.6
1503960366,2016-04-30,,,,0.6
1503960366,2016-05-01,,,,0.6
1503960366,2016-05-02,,,,0.6
1503960366,2016-05-03,,,,0.6
1503960366,2016-05-04,,,,0.6
1503960366,2016-05-05,,,,0.6
1503960366,2016-05-06,,,,0.6
1503960366,2016-05-07,,,,0.6
1503960366,2016-05-08,,,,0.6
1503960366,2016-05-09,,,,0.6
1503960366,2016-05-10,,,,0.6
1503960366,2016-05-11,0.0748523054993308,,,0.6285714285714286
1503960366,2016-05-12,,,,0.6285714285714286
1624580081,2016-04-12,-0.0979066592349346,,,1.0
1624580081,2016-04-13,0.2763821225383872,,,1.0
1624580081,2016-04-14,-0.2698334266411923,,,1.0
1624580081,2016-04-15,0.6773138871232769,0.2584068487860705,0.33035902388444777,1.0
1624580081,2016-04-16,0.3291217107227315,0.10675709248941655,0.2642872191075582,1.0
1624580081,2016-04-17,0.1642573776178843,0.05243280737056379,0.2202393492562985,1.0
1624580081,2016-04-18,-0.2113305682876741,-0.018903984842123245,0.1887765850768273,1.0
1624580081,2016-04-19,0.1625130170540402,0.037202810898424976,0.21190996010993818,1.0
1624580081,2016-04-20,0.0758919568042183,-0.028641452247738414,0.1883644089866117,1.0
1624580081,2016-04-21,-0.1303857625408484,0.019921094871477696,0.16952796808795054,1.0
1624580081,2016-04-22,0.163079630694268,-0.07346203663271555,0.1807950067376929,1.0
1624580081,2016-04-23,-0.0878087947180182,-0.059561500777249955,0.16572875617621846,1.0
1624580081,2016-04-24,0.0177634681772791,-0.020927701348657877,0.16110133361614762,1.0
1624580081,2016-04-25,-0.183627208520823,0.003957622823835882,0.14959409550070848,1.0
1624580081,2016-04-26,0.159558531644281,-0.00042206934425130315,0.17410736265535875,1.0
1624580081,2016-04-27,-0.1224835258798146,-0.028339354669147547,0.1473724496715501,1.0
1624580081,2016-04-28,0.1956093245037735,0.04657072672066028,0.1700933675560921,1.0
1624580081,2016-04-29,0.3705614040248189,0.02964025333293585,0.11493656511013324,1.0
1624580081,2016-04-30,0.0421582090092287,0.018566714818178127,0.11493656511013324,1.0
1624580081,2016-05-01,-2.1347713967459008,-0.3075049807033114,0.11493656511013324,0.9785714285714285
1624580081,2016-05-02,-0.7856744374642757,-0.0860067469919218,0.21130063363024934,0.9785714285714285
1624580081,2016-05-03,-0.0915120195809354,-0.03586722160360234,0.2341805502403655,0.9785714285714285
1624580081,2016-05-04,0.1598721927665499,0.040336531235194935,0.25213656540804297,0.9785714285714285
1624580081,2016-05-05,0.5599014227673624,0.052041728323369854,0.2807100818366725,0.9785714285714285
1624580081,2016-05-06,1.0357759357529508,0.09503064738973313,0.2937393046759919,0.9785714285714285
1624580081,2016-05-07,1.2828801914965726,0.177245997498192,0.3113896086576792,0.9785714285714285
1624580081,2016-05-08,0.2115655693366165,0.33519099515464534,0.3038487327365866,0.9785714285714285
1624580081,2016-05-09,0.1522734991270667,0.1339925623701918,0.3038487327365866,0.9785714285714285
1624580081,2016-05-10,0.0864856082563341,0.025428232548181384,0.2793354655819362,0.9785714285714285
1624580081,2016-05-11,0.0641043694673368,-0.013681117614173273,0.2793354655819362,0.9785714285714285
1624580081,2016-05-12,0.0582561072521287,-0.07166361650217622,0.25661454769739417,0.9785714285714285
1644430081,2016-04-12,,,,1.0
1644430081,2016-04-13,,,,1.0
1644430081,2016-04-14,,,,0.6
1644430081,2016-04-15,,,,0.6
1644430081,2016-04-16,,,,0.6
1644430081,2016-04-17,,,,0.6
1644430081,2016-04-18,,,,0.6
1644430081,2016-04-19,,,,0.6
1644430081,2016-04-20,,,,0.6
1644430081,2016-04-21,,,,0.6
1644430081,2016-04-22,,,,0.6
1644430081,2016-04-23,,,,0.6
1644430081,2016-04-24,,,,0.6
1644430081,2016-04-25,,,,0.6
1644430081,2016-04-26,,,,0.6
1644430081,2016-04-27,,,,0.6
1644430081,2016-04-28,,,,0.6
1644430081,2016-04-29,,,,0.6
1644430081,2016-04-30,,,,0.6
1644430081,2016-05-01,,,,0.6
1644430081,2016-05-02,,,,0.6
1644430081,2016-05-03,,,,0.6
1644430081,2016-05-04,,,,0.6
1644430081,2016-05-05,,,,0.6
1644430081,2016-05-06,,,,0.6
1644430081,2016-05-07,,,,0.6
1644430081,2016-05-08,,,,0.6
1644430081,2016-05-09,,,,0.6
1644430081,2016-05-10,,,,0.6
1644430081,2016-05-11,,,,0.6
1844505072,2016-04-12,,,,1.0
1844505072,2016-04-13,,,,1.0
1844505072,2016-04-14,,,,0.6
1844505072,2016-04-15,,,,0.6
1844505072,2016-04-16,,,,0.6
1844505072,2016-04-17,,,,0.6
1844505072,2016-04-18,,,,0.6
1844505072,2016-04-19,,,,0.6
1844505072,2016-04-20,,,,0.6
1844505072,2016-04-21,,,,0.6
1844505072,2016-04-22,,,,0.6
1844505072,2016-04-23,,,,0.6
1844505072,2016-04-24,,,,0.6
1844505072,2016-04-25,,,,0.6
1844505072,2016-04-26,,,,0.6
1844505072,2016-04-27,,,,0.6
1844505072,2016-04-28,,,,0.6
1844505072,2016-04-29,,,,0.6
1844505072,2016-04-30,,,,0.6
1844505072,2016-05-01,,,,0.6
1844505072,2016-05-02,,,,0.6
1844505072,2016-05-03,,,,0.6
1844505072,2016-05-04,,,,0.6
1844505072,2016-05-05,,,,0.6
1844505072,2016-05-06,,,,0.6
1844505072,2016-05-07,,,,0.6
1844505072,2016-05-08,,,,0.6
1844505072,2016-05-09,,,,0.6
1844505072,2016-05-10,,,,0.6
1844505072,2016-05-11,,,,0.6
1844505072,2016-05-12,,,,0.6
1927972279,2016-04-12,-0.3303361210984976,,,1.0
1927972279,2016-04-13,3.415150011531703,,,1.0
1927972279,2016-04-14,,,,0.8666666666666667
1927972279,2016-04-15,,,,0.8
1927972279,2016-04-16,,,,0.76
1927972279,2016-04-17,,,,0.7333333333333334
1927972279,2016-04-18,,,,0.7142857142857142
1927972279,2016-04-19,,,,0.7
1927972279,2016-04-20,,,,0.6888888888888889
1927972279,2016-04-21,,,,0.6799999999999999
1927972279,2016-04-22,,,,0.6727272727272726
1927972279,2016-04-23,,,,0.6666666666666666
1927972279,2016-04-24,,,,0.6615384615384615
1927972279,2016-04-25,,,,0.6571428571428571
1927972279,2016-04-26,,,,0.6285714285714286
1927972279,2016-04-27,,,,0.6
1927972279,2016-04-28,,,,0.6
1927972279,2016-04-29,,,,0.6
1927972279,2016-04-30,,,,0.6
1927972279,2016-05-01,,,,0.6
1927972279,2016-05-02,,,,0.6
1927972279,2016-05-03,,,,0.6
1927972279,2016-05-04,,,,0.6
1927972279,2016-05-05,,,,0.6
1927972279,2016-05-06,,,,0.6
1927972279,2016-05-07,,,,0.6
1927972279,2016-05-08,,,,0.6
1927972279,2016-05-09,,,,0.6
1927972279,2016-05-10,,,,0.6
1927972279,2016-05-11,,,,0.6
1927972279,2016-05-12,,,,0.6
2022484408,2016-04-12,-0.044919468219217,,,1.0
2022484408,2016-04-13,-0.1510828318032595,,,1.0
2022484408,2016-04-14,0.4300101763377517,,,1.0
2022484408,2016-04-15,0.2704445033535482,0.10512132385758839,0.1452732520352528,1.0
2022484408,2016-04-16,0.3962106826463556,0.11028253771639315,0.1413718374867637,1.0
2022484408,2016-04-17,-0.5248277470247997,-0.09598165576111654,0.1178098645723031,1.0
2022484408,2016-04-18,-0.5209178714699848,-0.0793330672084613,0.10153843756980478,1.0
2022484408,2016-04-19,-0.2280334577567936,-0.026159141362510945,0.12545668458772807,1.0
2022484408,2016-04-20,-0.7412380230354421,-0.08430788446174035,0.1115170529668694,1.0
2022484408,2016-04-21,-0.3350206561673063,-0.10929011892929401,0.14098708435699603,1.0
2022484408,2016-04-22,-0.2350917182970917,-0.0722194602358057,0.13725452558547044,1.0
2022484408,2016-04-23,1.119092344164712,0.10326880878833664,0.2386653203251649,0.975
2022484408,2016-04-24,0.1505297779092908,0.09647964641915578,0.22030644953092143,0.9769230769230769
2022484408,2016-04-25,0.2283933019137784,0.1070444533405376,0.21013195485046188,0.9785714285714285
2022484408,2016-04-26,0.4815332517013159,0.10136667277972992,0.228213379835286,0.9785714285714285
2022484408,2016-04-27,0.2678705761659821,0.1441583713144892,0.228213379835286,0.9785714285714285
2022484408,2016-04-28,0.1872683580086343,0.07461271631084865,0.18670673639664231,0.9785714285714285
2022484408,2016-04-29,-0.0075129139362489,0.03251125776583468,0.18670673639664231,0.9785714285714285
